"respondent_id","start_date","end_date","which_of_the_following_would","which_of_the_following_would_1","which_of_the_following_would_2","which_of_the_following_would_3","which_of_the_following_would_4","which_of_the_following_would_5","which_of_the_following_would_6","which_of_the_following_would_7","which_of_the_following_would_8","which_of_the_following_would_9","which_of_the_following_would_10","which_of_the_following_would_11","which_of_the_following_would_12","which_of_the_following_would_13","which_of_the_following_would_14","which_of_the_following_would_15","which_of_the_following_would_16","which_of_the_following_would_17","which_of_the_following_would_18","which_of_the_following_would_19","which_of_the_following_would_20","which_of_the_following_would_21","which_of_the_following_would_22","which_of_the_following_would_23","which_of_the_following_would_24","which_of_the_following_would_25","which_of_the_following_would_26","which_of_the_following_would_27","which_of_the_following_would_28","what_percentage_of_your_income","which_best_describes_your","in_your_opinion_do_you_have","what_do_you_currently_pay","how_often_do_you_use_access","zipcode_your_current_creative","how_do_your_monthly_payments","what_is_the_minimum_square","what_is_the_maximum_price","of_the_following_workspace","of_the_following_workspace_1","of_the_following_workspace_2","of_the_following_workspace_3","of_the_following_workspace_4","of_the_following_workspace_5","of_the_following_workspace_6","of_the_following_workspace_7","which_of_the_following_would_29","which_of_the_following_would_30","which_of_the_following_would_31","which_of_the_following_would_32","which_of_the_following_would_33","which_of_the_following_would_34","which_of_the_following_would_35","which_of_the_following_would_36","which_of_the_following_would_37","which_of_the_following_would_38","which_of_the_following_would_39","which_of_the_following_would_40","which_of_the_following_would_41","which_of_the_following_would_42","which_of_the_following_would_43","which_of_the_following_would_44","which_of_the_following_would_45","which_of_the_following_would_46","which_of_the_following_would_47","which_of_the_following_would_48","which_of_the_following_would_49","which_of_the_following_would_50","which_of_the_following_would_51","which_of_the_following_would_52","which_of_the_following_would_53","which_of_the_following_would_54","which_of_the_following_would_55","which_of_the_following_would_56","which_of_the_following_would_57","which_of_the_following_would_58","which_of_the_following_would_59","which_of_the_following_would_60","which_of_the_following_would_61","which_of_the_following_would_62","which_of_the_following_would_63","which_of_the_following_would_64","which_of_the_following_would_65","which_of_the_following_would_66","which_of_the_following_would_67","please_write_your_top_3_zip","please_write_your_top_3_zip_1","please_write_your_top_3_zip_2","have_space_related_issues","have_space_related_issues_1","have_space_related_issues_2","have_space_related_issues_3","have_space_related_issues_4","have_space_related_issues_5","have_space_related_issues_6","have_space_related_issues_7","have_space_related_issues_8","have_space_related_issues_9","have_space_related_issues_10","which_of_the_following_city","which_of_the_following_city_1","are_you_currently_a_city","how_did_you_find_out_about","how_did_you_find_out_about_1"
"10213745414","2018-09-12T16:59:07.000","2018-09-12T17:05:47.000",,,,,,,,,,,,,,,,,"Music/Music Composition",,,,,,,,,,,,,"35","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","N/A","Increased by 6-10%","200 - 350 sq. feet","$1.00","Work at home in a private workspace within my home",,,,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,"Rehearsal Space, less than 1,000 sq. feet",,"Mirrors/mirrored wall",,,,,"Air-Conditioned Storage Space",,"Running Water","Office Space, less than 5 employees",,"Serving Alcohol","Serving Food",,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,,,,,,,,"Soundproofing, Recording Studio",,,,,"High ceilings","Live/Work Space",,,,"78704","78701","78702","Used a space beyond the Austin city limits",,"Considered permanently leaving Austin for another city or state",,,,,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","City of Austin Newsletters",
"10123585327","2018-07-21T15:20:54.000","2018-07-21T15:31:27.000",,,,,,,,,,,,,,,,,"Music/Music Composition",,,,,,,,,,,,,"15","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","Yes","$0 - I have space free of charge","Weekly, at least a few days/hours a week","78753","Increased by 6-10%",,,"Work at home in a private workspace within my home",,,,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,"Outdoor Performance Space with amplified sound",,"Rehearsal Space, less than 1,000 sq. feet",,,,,,,"Air-Conditioned Storage Space",,"Running Water",,,,"Serving Food",,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,,"Individual Artist Workspace",,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,"Film Processing, Darkroom","Photo Studio","Soundproofing, Recording Studio",,"Ramps/loading dock",,"Wheelchair accessibility",,,,,,"78753","78757","78758",,,,,,,,,,"None of the Above",,"I do not utilize any of the above City services",,,"Other (please specify)","Saw it on Twitter"
"10213335604","2018-09-12T13:52:15.000","2018-09-12T13:58:22.000",,,,,,,"Film/TV",,,,,,,,,,,,,,,,,,,,,,,"50","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","$301- $700","Daily, 5 or more hours","78722","Stayed the same","351 - 500 sq. feet","0.5",,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,"Outdoor Performance Space with amplified sound",,"Rehearsal Space, less than 1,000 sq. feet",,,,"Exhibition, Gallery Space, more than 1,000 sq. feet",,"Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,"Serving Alcohol","Serving Food","Commercial kitchen",,,"Projection, Movie Theater","Individual Artist Workspace",,,,,,"Soundproofing, Recording Studio",,,,,"High ceilings","Live/Work Space",,,,"78722","78702","78721",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state","Canceled a performance or production",,"Paid for space you could not afford",,,"Stopped you from expanding your operations",,,"Receiving funding through the Cultural Funding Program",,"Don't Know","Other (please specify)","direct email"
"10213057406","2018-09-12T11:55:20.000","2018-09-12T12:10:54.000",,,,,"Dance/Choreography",,,,,,,,,,,,"Music/Music Composition",,,,,,,,,,,,,"30","I RENT studio or other work space separate from my home","Yes","under $150","Rarely, less than 4 days per month","78702","Stayed the same","651 - 800 sq. feet","$75",,"Have workspace and living space within a larger complex of studios and residences",,,,,,,,,,"Outdoor Performance Space with amplified sound",,,,"Mirrors/mirrored wall",,,"Retail Space, Storefront","Classroom, teaching space",,,"Running Water","Office Space, less than 5 employees",,,"Serving Food",,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,,,,,,,,,,,,,,"Live/Work Space",,,,"78702","78704","78741",,,,,,,,,,"None of the Above",,"Receiving funding through the Cultural Funding Program",,"Yes","City staff",
"10212774227","2018-09-12T10:09:56.000","2018-09-12T10:17:27.000","Animation",,,,,,,,,"Gaming",,,,,,,"Music/Music Composition","New Media, Tech, Digital Arts",,"Performing/Theatre Arts",,,,,,,,,,"100","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","$1,001 - $1,500","Daily, 5 or more hours","78741","Increased by 6-10%","801 - 1,000 sq. feet","$0.90",,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,,"Share/Sublet my studio part time when I am not using it",,,,,,,,"Rehearsal Space, less than 1,000 sq. feet",,,,,,,,"Non-Air Conditioned Storage Space","Running Water",,,,,,,,,,,,,,,,,,,,,"Live/Work Space",,,,"78741","78745","78702","Used a space beyond the Austin city limits",,"Considered permanently leaving Austin for another city or state",,,,,,"Stopped you from expanding your operations",,,"Receiving funding through the Cultural Funding Program",,"Yes","City of Austin Newsletters",
"10212767605","2018-09-12T10:07:25.000","2018-09-12T10:14:56.000",,,,,,,"Film/TV",,,,,,,,,,"Music/Music Composition","New Media, Tech, Digital Arts",,"Performing/Theatre Arts","Photography",,,,,,,,,"60","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78660","Stayed the same","501 - 650 sq. feet","1",,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,,"Retail Space, Storefront",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78704","78745","78702","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","City of Austin Newsletters",
"10212720738","2018-09-12T09:49:13.000","2018-09-12T09:54:58.000",,,,,,,"Film/TV",,,,,,,,,,,,,,"Photography",,,,,,,,,"100","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78722","Increased by 6-10%","200 - 350 sq. feet","1",,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,,,,"Air-Conditioned Storage Space",,,,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,"Photo Studio",,,,,,"High ceilings",,,,,"78702","78722","78705",,,,,,,,,,"None of the Above","I work in my living room, without a dedicated space. Not ideal!","Receiving funding through the Cultural Funding Program",,"Yes","Other (please specify)","received an email from the City"
"10212690078","2018-09-12T09:37:28.000","2018-09-12T09:46:58.000",,,,,,,,,,,,,,"Jewelry Design",,,,,,,,,,,,,,,,"61","I RENT studio or other work space separate from my home","No","$301- $700","Weekly, at least a few days/hours a week","78702","Increased by 11-25%","200 - 350 sq. feet","$1","Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists",,,"Share/Sublet my studio part time when I am not using it",,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront",,"Air-Conditioned Storage Space","Non-Air Conditioned Storage Space","Running Water",,,,,"Commercial kitchen",,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,,,,,,,,,,"78705","78702","78722",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,"Paid for space you could not afford",,,,,"I’m presently looking at options to move out if Austin in the next 3-5 years as both my home rent and studio rent are increasing again for the 3rd year in a row.","Professional development workshops or events for creatives and artists",,"No","City of Austin Newsletters",
"10212687877","2018-09-12T09:36:23.000","2018-09-12T09:48:06.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration","Performing/Theatre Arts",,,,,,,,,,"80","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","Yes","$301- $700","Daily, 5 or more hours","78704","Increased by 6-10%","200 - 350 sq. feet","$1.25","Work at home in a private workspace within my home",,,,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,,,,,,,,,,,,,,,,,"78704","78704","78704",,,"Considered permanently leaving Austin for another city or state",,,,,,,,,"Receiving funding through the Cultural Funding Program",,"Yes","City of Austin Newsletters",
"10123565042","2018-07-21T14:43:54.000","2018-07-21T14:50:57.000",,,,"Comedy or Improv",,,"Film/TV",,,,,,,,,,,,,"Performing/Theatre Arts",,,,,,,,,,"40","I need space occassionaly and rent on an as needed basis","Yes","$0 - I have space free of charge","Weekly, at least a few days/hours a week","n/a","Stayed the same",,,"Work at home in a private workspace within my home",,,,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,"Rehearsal Space, less than 1,000 sq. feet",,,,,,"Classroom, teaching space",,,"Running Water","Office Space, less than 5 employees",,,,,,"Raked Seats",,"Individual Artist Workspace",,,,,,,,,,,,,,,,"78702","78721","78723",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,,,,,"Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"City of Austin Newsletters",
"10199287614","2018-09-05T20:40:56.000","2018-09-05T20:49:58.000",,,,,"Dance/Choreography",,,,,,,,,,,,"Music/Music Composition",,,"Performing/Theatre Arts",,,,,,,,,,"35","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78722","Not relevant to me/ I do not pay for a space","801 - 1,000 sq. feet","$0.25",,"Have workspace and living space within a larger complex of studios and residences",,,,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,"Fly System, Fly Space",,"Rehearsal Space, more than 1,000 sq. feet","Mirrors/mirrored wall",,,,,,,"Running Water",,,,,,"Specialty Floors (Marley, Subfloor, Acro Mats, Sprung Floors)",,,,,,,,,,,,,"Wheelchair accessibility",,"Live/Work Space",,,,"78722","78701","78751","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,"No","Word of mouth",
"10196332923","2018-09-04T14:28:43.000","2018-09-04T14:42:02.000",,,,,,,,,,,,,,,,,"Music/Music Composition",,,,,,,,,,,,,"1","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","$0 - I have space free of charge","Weekly, at least a few days/hours a week","78744","Increased by 6-10%","200 - 350 sq. feet","$0.25","Work at home in a private workspace within my home","Have workspace and living space within a larger complex of studios and residences",,"Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,,,,,,,,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,,,,,,,"Soundproofing, Recording Studio","Oversized Doors and/or Freight Elevator",,,,,,,,,"78744","78745","78741",,,,,,,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,"No","Other (please specify)","Saw it posted on Twitter"
"10196329239","2018-09-04T14:27:26.000","2018-09-04T14:34:24.000",,,,,,,"Film/TV",,,,"Graphic Design",,"Installation or Public Art",,,,"Music/Music Composition",,"Painting, Illustration",,"Photography",,"Radio",,,,,,,"100","I need space occassionaly and rent on an as needed basis","No","$150- $300","Daily, less than 5 hours","78701","Increased by 5% or less","651 - 800 sq. feet","0.5",,"Have workspace and living space within a larger complex of studios and residences",,"Rent workspace on a temporary, as needed basis (by the hour or day)","Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium","Outdoor Performance Space without amplified sound","Outdoor Performance Space with amplified sound",,"Rehearsal Space, less than 1,000 sq. feet","Rehearsal Space, more than 1,000 sq. feet","Mirrors/mirrored wall",,"Exhibition, Gallery Space, more than 1,000 sq. feet",,,,,,,,,"Serving Food",,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,"High ceilings","Live/Work Space",,,,"78701","78704","78705","Used a space beyond the Austin city limits",,"Considered permanently leaving Austin for another city or state","Canceled a performance or production",,"Paid for space you could not afford","Been forced to close and/or discontinue your creative practice",,,,,"Professional development workshops or events for creatives and artists",,"No","City of Austin Website",
