LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
1907318308,01/20/2021,0681,PPS,SIXTH STREET CONCEPTS LLC,419 E 6th St,Austin,TX,78701-3739,10/16/2021,Paid in Full,60,100,73483.69,73483.69,0,,454766,Third Coast Bank,"20202 Hwy 59 North, Ste 190",Humble,TX,77338,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3739,TX-37,13,722410,Unanswered,Unknown/NotStated,1,73479.69,,,,,,Limited  Liability Company(LLC),454766,Third Coast Bank,Humble,TX,Unanswered,Unanswered,,73942.96,09/17/2021
1521807107,04/10/2020,0681,PPP,BUCKSHOT 6TH STREET LLC,422 E 6TH ST,AUSTIN,TX,78701-3740,04/06/2021,Paid in Full,24,100,73000,73000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3740,TX-37,30,722410,Unanswered,Not Hispanic or Latino,,73000,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,73695.53,03/22/2021
4752407008,04/04/2020,0681,PPP,MEC AUSTIN INVESTORS LP,801 Springdale Rd,AUSTIN,TX,78702-4041,12/05/2020,Paid in Full,24,100,72500,72500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78702-4041,TX-37,7,722410,Unanswered,Unknown/NotStated,,72500,,,,,,Limited Liability Partnership,70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,72958.25,02/12/2021
4392007110,04/13/2020,0681,PPP,EL LEONS EAST LLC,1910 E. Cesar Chavez Street,AUSTIN,TX,78702-4502,04/06/2021,Paid in Full,24,100,70000,70000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78702-4502,TX-37,13,722410,Unanswered,Unknown/NotStated,,70000,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,70639.72,03/10/2021
2920338705,03/30/2021,0681,PPS,LOGIES ON THE CORNER LP,11701 Bee Caves Rd N/A,Bee Cave,TX,78738-5013,01/31/2022,Paid in Full,60,100,69435,69435,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,N,N,Existing or more than 2 years old,Bee Cave,TRAVIS,TX,78738-5013,TX-25,57,722410,Unanswered,Unknown/NotStated,1,69432,,,,,,Corporation,121536,Customers Bank,Malvern,PA,Unanswered,Unanswered,,69946.73,01/04/2022
4191788404,02/06/2021,0681,PPS,FUSE BOX AUSTIN,2023 E Cesar Chavez St,Austin,TX,78702-4511,09/29/2021,Paid in Full,60,100,69400,69400,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78702-4511,TX-37,6,711310,Unanswered,Unknown/NotStated,,69399,,,,,,Non-Profit Organization,71783,Frost Bank,SAN ANTONIO,TX,Unanswered,Unanswered,Y,69740.35,08/09/2021
1181177307,04/28/2020,0681,PPP,LONGHORN SUBS LTD,2500 W William Cannon Dr STE 203,AUSTIN,TX,78745,08/11/2021,Paid in Full,24,100,68983,68983,0,Subway,110352,First Bank of the Lake,"4558 Osage Beach Pkwy, Ste 100",OSAGE BEACH,MO,65065-2372,U,N,N,Unanswered,AUSTIN,TRAVIS,TX,78745-0001,TX-37,15,722410,Asian,Not Hispanic or Latino,,68983,,,,,,Limited Liability Partnership,110352,First Bank of the Lake,OSAGE BEACH,MO,Male Owned,Non-Veteran,,69776.3,07/06/2021
7167507104,04/14/2020,0681,PPP,FLATLAND CAVALRY INC.,4425 S Mopac Expressway Suite 601,AUSTIN,TX,78735,09/23/2021,Paid in Full,24,100,68300,68300,0,,71316,PlainsCapital Bank,2911 Turtle Creek Blvd. Suite 700,DALLAS,TX,75219,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78735-0001,TX-21,8,711130,Unanswered,Unknown/NotStated,,68300,,,,,,Corporation,71316,PlainsCapital Bank,DALLAS,TX,Unanswered,Unanswered,,69204.98,08/16/2021
8430837003,04/08/2020,0681,PPP,SELLERS UNDERGROUND LLC,213 W. 4th Street,AUSTIN,TX,78701-3916,09/14/2021,Paid in Full,24,100,68067.5,68067.5,0,,69787,Bank of Houston,"4400 Post Oak Pkwy, Ste 250",Houston,TX,77027,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3916,TX-37,14,722410,Unanswered,Unknown/NotStated,,51050.63,,17016.87,,,,Limited  Liability Company(LLC),69787,Bank of Houston,Houston,TX,Male Owned,Non-Veteran,,68968.23,08/12/2021
2643507201,04/16/2020,0681,PPP,CYROOS INC,416 E 6TH STREET,AUSTIN,TX,78701-3740,06/09/2021,Paid in Full,24,100,67700,67700,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3740,TX-37,15,722410,Unanswered,Unknown/NotStated,,67700,,,,,,Corporation,69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,68397.4,05/06/2021
1727037107,04/10/2020,0681,PPP,"SALJAR, INC",629 W BEN WHITE BLVD,AUSTIN,TX,78704-7031,07/22/2021,Paid in Full,24,100,67500,67500,0,,71727,Broadway National Bank,1177 NE Loop 410,SAN ANTONIO,TX,78209-1517,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78704-7031,TX-21,24,722410,Unanswered,Unknown/NotStated,4000,50625,,12875,,,,Corporation,71727,Broadway National Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,68261.25,06/01/2021
6040767208,04/27/2020,0681,PPP,"BLIND SPOT, LLC",612 BRAZOS ST,AUSTIN,TX,78701-3246,02/12/2021,Paid in Full,24,100,66722,66722,0,,69787,Bank of Houston,"4400 Post Oak Pkwy, Ste 250",Houston,TX,77027,U,N,N,Unanswered,AUSTIN,TRAVIS,TX,78701-3246,TX-37,11,722410,Unanswered,Unknown/NotStated,,52914,,13808,,,,Limited  Liability Company(LLC),69787,Bank of Houston,Houston,TX,Unanswered,Unanswered,,67193.62,01/14/2021
1834138605,03/13/2021,0681,PPS,407 BARLIB LLC,407 E 6th St Ste B,Austin,TX,78701-3739,01/21/2022,Paid in Full,60,100,65366,65366,0,,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3739,TX-37,17,722410,Unanswered,Unknown/NotStated,1,65362,,,,,,Limited  Liability Company(LLC),529471,Itria Ventures LLC,New York,NY,Female Owned,Non-Veteran,,65789.06,01/03/2022
8799817204,04/28/2020,0681,PPP,SPIRITED COCKTAILS CORPORATION,8201 Carranzo Dr,AUSTIN,TX,78735,11/18/2021,Paid in Full,24,100,65262,65264,0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Unanswered,AUSTIN,TRAVIS,TX,78735-0001,TX-21,10,722410,Unanswered,Unknown/NotStated,,65264,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,66202.73,10/07/2021
2153097108,04/10/2020,0681,PPP,406 MPBAR LLC,"407 East 6th Street, Suite B",AUSTIN,TX,78701-3739,03/05/2021,Paid in Full,24,100,65000,65000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3739,TX-37,14,722410,Unanswered,Unknown/NotStated,,65000,,,,,,Corporation,70134,Horizon Bank SSB,Austin,TX,Female Owned,Non-Veteran,,65530.83,02/02/2021
9521777205,04/28/2020,0681,PPP,ONE EYED ODIN,3116 S Congress Ave,AUSTIN,TX,78704-6427,03/12/2021,Paid in Full,24,100,64800,64800,0,,71727,Broadway National Bank,1177 NE Loop 410,SAN ANTONIO,TX,78209-1517,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78704-6427,TX-21,13,722410,Unanswered,Unknown/NotStated,,58320,,6480,,,,Sole Proprietorship,71727,Broadway National Bank,SAN ANTONIO,TX,Unanswered,Unanswered,,65300.4,02/10/2021
6339628605,03/23/2021,0681,PPS,325 BARTHIRST LLC,407 E 6th St Ste B,Austin,TX,78701-3739,01/21/2022,Paid in Full,60,100,63878,63878,0,,529471,Itria Ventures LLC,"One Penn Plaza, Suite 4530",New York,NY,10119,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3739,TX-37,22,722410,Unanswered,Unknown/NotStated,1,63874,,,,,,Corporation,529471,Itria Ventures LLC,New York,NY,Female Owned,Non-Veteran,,64360.63,12/29/2021
4746358300,01/23/2021,0681,PPS,SPLIT LEVEL LLC,300 E 6th St,Austin,TX,78701-3628,11/06/2021,Paid in Full,60,100,63511.17,63511.17,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3628,TX-37,8,722410,Unanswered,Unknown/NotStated,1,63505.17,,,,,,Limited  Liability Company(LLC),69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,63965.32,10/25/2021
2974257105,04/11/2020,0681,PPP,"WALLER ENTERPRISES, LLC",700 E 6TH ST,AUSTIN,TX,78701-3718,03/20/2021,Paid in Full,24,100,63500,63500,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3718,TX-37,22,722410,Unanswered,Unknown/NotStated,,63500,,,,,,Limited  Liability Company(LLC),71783,Frost Bank,SAN ANTONIO,TX,Unanswered,Unanswered,,63900.63,02/12/2021
6219377100,04/14/2020,0681,PPP,SAN MARCOS TAVERN INC,804 CHESTNUT ST Suite D,SAN MARCOS,TX,78666-4559,06/23/2021,Paid in Full,24,100,63224,63200,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,R,Y,N,Existing or more than 2 years old,SAN MARCOS,HAYS,TX,78666-4559,TX-21,16,722410,Unanswered,Not Hispanic or Latino,,63200,,,,,,Subchapter S Corporation,71783,Frost Bank,SAN ANTONIO,TX,Male Owned,Non-Veteran,,63849.32,05/05/2021
6691358410,02/10/2021,0681,PPS,ET & GJ INC.,4631 Airport Blvd Ste 121,Austin,TX,78751-3442,10/16/2021,Paid in Full,60,100,63100,63100,0,,106661,University FCU,"8303 N Mopac Expwy, Ste A-105",AUSTIN,TX,78759,U,Y,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78751-3442,TX-37,11,722410,Unanswered,Unknown/NotStated,1,63098,,,,,,Corporation,106661,University FCU,AUSTIN,TX,Unanswered,Unanswered,,63466.33,09/09/2021
5093748502,02/27/2021,0681,PPP,KJCW LLC,23120 State Highway 71 W,Spicewood,TX,78669-6460,03/16/2022,Paid in Full,60,100,62770,62770,0,,122478,Keystone Bank SSB,13715 E. Ladera Blvd.,Bee Cave,TX,78738,U,N,N,Existing or more than 2 years old,Spicewood,TRAVIS,TX,78669-6460,TX-25,6,722410,White,Not Hispanic or Latino,,62770,,,,,,Limited  Liability Company(LLC),122478,Keystone Bank SSB,Bee Cave,TX,Male Owned,Non-Veteran,,63048.98,08/17/2021
1891477210,04/15/2020,0681,PPP,"CARMACK CONCEPTS, LLC",715 W 6TH ST,AUSTIN,TX,78701,02/18/2022,Paid in Full,24,100,62500,62500,0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,N,N,New Business or 2 years or less,AUSTIN,TRAVIS,TX,78701-0001,TX-37,3,722410,Unanswered,Not Hispanic or Latino,,62500,,,,,,Limited  Liability Company(LLC),39848,Cadence Bank,TUPELO,MS,Male Owned,Non-Veteran,,63314.06,08/12/2021
4742097007,04/04/2020,0681,PPP,BRAZOS HALL LLC,801 Springdale Rd.,AUSTIN,TX,78702-4041,12/05/2020,Paid in Full,24,100,62500,62500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78702-4041,TX-37,4,711310,Unanswered,Unknown/NotStated,,62500,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,62868.06,11/09/2020
1332337403,05/04/2020,0681,PPP,"NATE'S AT BUDA MILL AND GRAIN, INC.",306 S MAIN ST Ste 101,BUDA,TX,78610-3867,09/21/2021,Paid in Full,24,100,62399,62399,0,,69225,"American Bank, National Association",5120 S. Padre Island Dr,CORPUS CHRISTI,TX,78411-4208,R,N,N,Existing or more than 2 years old,BUDA,HAYS,TX,78610-3492,TX-21,12,722410,Unanswered,Unknown/NotStated,,62399,,,,,,Corporation,69225,"American Bank, National Association",CORPUS CHRISTI,TX,Male Owned,Non-Veteran,,63173.79,08/03/2021
2284598308,01/20/2021,0681,PPS,AJRS L.L.C.,138 NLBJ,SAN MARCOS,TX,78666,10/16/2021,Paid in Full,60,100,61771,61771,0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,R,Y,N,Existing or more than 2 years old,SAN MARCOS,HAYS,TX,78666,TX-15,19,722410,Asian,Unknown/NotStated,1,61766,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,62153.47,09/09/2021
2671778401,02/03/2021,0681,PPS,ESCONDIDO HSB LLC,1201 Old Bastrop Hwy,Austin,TX,78742-2600,02/18/2022,Paid in Full,60,100,60581,60581,0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,Y,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78742-2600,TX-35,10,722410,White,Not Hispanic or Latino,1,60576,,,,,,Limited  Liability Company(LLC),39848,Cadence Bank,TUPELO,MS,Male Owned,Veteran,,61105.48,12/22/2021
2325807104,04/10/2020,0681,PPP,KLODGE INC,"407 East 6th Street, Suite B",AUSTIN,TX,78701-3739,02/05/2021,Paid in Full,24,100,60000,60000,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3739,TX-37,10,722410,White,Not Hispanic or Latino,,60000,,,,,,Corporation,70134,Horizon Bank SSB,Austin,TX,Male Owned,Unanswered,,60478.33,01/26/2021
8469418304,01/29/2021,0681,PPS,AIN'T MY GINGER LLC,121 E 5th St,Austin,TX,78701-3601,10/08/2021,Paid in Full,60,100,59500,59500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78701-3601,TX-37,20,722410,Unanswered,Not Hispanic or Latino,,59500,,,,,,Limited  Liability Company(LLC),70134,Horizon Bank SSB,Austin,TX,Male Owned,Non-Veteran,,59861.96,09/13/2021
5344578004,06/28/2020,0681,PPP,INDIAN ROLLER LLC,2001 JONES RD,AUSTIN,TX,78745-2721,03/23/2022,Paid in Full,60,100,59484,59484,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78745-2721,TX-37,10,722410,Unanswered,Unknown/NotStated,,59484,,,,,,Limited  Liability Company(LLC),529113,"Kabbage, Inc.",Atlanta,GA,Unanswered,Unanswered,,60398.26,01/13/2022
2285387310,04/29/2020,0681,PPP,"HARTT & SOUL PRODUCTIONS, LLC",7701 BEE CAVES RD,AUSTIN,TX,78746,06/16/2022,Paid in Full,24,100,59100,59100,0,,72188,American Bank of Commerce,530 E Hwy 62/82,WOLFFORTH,TX,79382-9382,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78746-0001,TX-10,19,711310,Unanswered,Unknown/NotStated,,59100,,,,,,Limited  Liability Company(LLC),72188,American Bank of Commerce,WOLFFORTH,TX,Unanswered,Unanswered,,47271.98,04/05/2021
9600637207,04/28/2020,0681,PPP,ROCK-N-P INC,850 Country Road 255,Georgetown,TX,78633-4082,06/09/2021,Paid in Full,24,100,59100,59100,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Georgetown,WILLIAMSON,TX,78633-4082,TX-31,9,711310,Unanswered,Not Hispanic or Latino,,59100,,,,,,Corporation,69819,Prosperity Bank,El Campo,TX,Male Owned,Unanswered,,59716.91,05/18/2021
6887738506,03/04/2021,0681,PPS,ROCK N P INC,850 County Road 255,Georgetown,TX,78633-4082,03/05/2022,Paid in Full,60,100,59092.5,59092.5,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Georgetown,WILLIAMSON,TX,78633-4082,TX-31,8,711310,Unanswered,Not Hispanic or Latino,,59092.5,,,,,,Corporation,69819,Prosperity Bank,El Campo,TX,Male Owned,Unanswered,,59623.52,02/09/2022
3432907110,04/11/2020,0681,PPP,FUSE BOX AUSTIN,2023 CESAR CHAVEZ ST,AUSTIN,TX,78702-4511,01/22/2021,Paid in Full,24,100,58700,58700,0,,71783,Frost Bank,111 W Houston St,SAN ANTONIO,TX,78205-1414,U,N,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78702-4511,TX-37,8,711310,Unanswered,Unknown/NotStated,,58700,,,,,,Non-Profit Organization,71783,Frost Bank,SAN ANTONIO,TX,Unanswered,Unanswered,Y,59089.19,12/21/2020
3753937109,04/12/2020,0681,PPP,"AVANATOR GROUP, INC.",3100 ESPERANZA XING Apt 6406,AUSTIN,TX,78758-0009,04/21/2021,Paid in Full,24,100,58575,58575,0,,451098,Stellar Bank,8727 W Sam Houston Pkwy North,HOUSTON,TX,77040-5167,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78758-0009,TX-37,13,722410,Unanswered,Not Hispanic or Latino,,58575,,,,,,Corporation,451098,Stellar Bank,HOUSTON,TX,Male Owned,Non-Veteran,,59137.97,04/06/2021
6764117109,04/14/2020,0681,PPP,"REY GUAPO ENTERPRISES, LLC",9520 Spectrum Drive #11308,Austin,TX,78717-0061,07/09/2021,Paid in Full,24,100,58000,58000,0,,68987,Independent Bank d/b/a Independent Financial,3090 Craig Dr,MCKINNEY,TX,75070-4352,U,N,N,Existing or more than 2 years old,Austin,WILLIAMSON,TX,78717-0061,TX-31,1,722410,Unanswered,Unknown/NotStated,2000,48000,,8000,,,,Limited  Liability Company(LLC),68987,Independent Bank d/b/a Independent Financial,MCKINNEY,TX,Male Owned,Unanswered,,58687.94,06/28/2021
8155528408,02/13/2021,0681,PPP,SD CREATIONS LLC,101 E Main St,Round Rock,TX,78664-5242,10/06/2021,Paid in Full,60,100,57900,57900,0,,70023,First Texas Bank,900 S Austin Ave,GEORGETOWN,TX,78626-5822,U,Y,Y,Existing or more than 2 years old,Round Rock,WILLIAMSON,TX,78664-5242,TX-31,10,722410,Unanswered,Not Hispanic or Latino,1,57898,,,,,,Limited  Liability Company(LLC),70023,First Texas Bank,GEORGETOWN,TX,Male Owned,Non-Veteran,,58218.85,09/15/2021
6604177106,04/14/2020,0681,PPP,AUSTIN CHAMBER MUSIC CENTER,7600 BURNET RD Ste 190,AUSTIN,TX,78757-0003,12/09/2020,Paid in Full,24,100,57660,57660,0,,123409,First Internet Bank of Indiana,8701 E 116th St,FISHERS,IN,46038,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78757-0003,TX-37,5,711310,Unanswered,Unknown/NotStated,,57660,,,,,,Non-Profit Organization,123409,First Internet Bank of Indiana,FISHERS,IN,Male Owned,Non-Veteran,Y,57993.15,11/17/2020
8324558310,01/29/2021,0681,PPS,AUSTIN CHAMBER MUSIC CENTER,7600 Burnet Rd Ste 190,Austin,TX,78757-0003,09/23/2021,Paid in Full,60,100,57660,57660,0,,123409,First Internet Bank of Indiana,8701 E 116th St,FISHERS,IN,46038,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78757-0003,TX-37,5,711310,Unanswered,Unknown/NotStated,,57660,,,,,,Non-Profit Organization,123409,First Internet Bank of Indiana,FISHERS,IN,Male Owned,Non-Veteran,Y,57964.32,09/07/2021
8856338609,03/25/2021,0681,PPS,MORT SUBITE LLC,1305 W Oltorf St Ste 400,Austin,TX,78704-5362,,Exemption 4,60,100,57575,57575,0,,72188,American Bank of Commerce,530 E Hwy 62/82,WOLFFORTH,TX,79382-9382,U,Y,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78704-5362,TX-21,6,722410,White,Not Hispanic or Latino,1,57571,,,,,,Limited  Liability Company(LLC),72188,American Bank of Commerce,WOLFFORTH,TX,Male Owned,Non-Veteran,,51801.88,02/16/2022
4478867002,04/03/2020,0681,PPP,"CONGRESS AVENUE, INC.",505 NECHES ST,AUSTIN,TX,78701-3709,03/05/2021,Paid in Full,24,100,57500,57500,0,,70134,Horizon Bank SSB,"600, W. 5th St.",Austin,TX,78701,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3709,TX-37,16,722410,Unanswered,Unknown/NotStated,,57500,,,,,,Corporation,70134,Horizon Bank SSB,Austin,TX,Unanswered,Unanswered,,57871.6,02/12/2021
2957347705,05/01/2020,0681,PPP,NEW TX SALON LLC.,109 CYPRESS CREEK RD STE B6,CEDAR PARK,TX,78613,03/20/2021,Paid in Full,24,100,57365,57365,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,CEDAR PARK,WILLIAMSON,TX,78613-0001,TX-31,9,722410,Unanswered,Unknown/NotStated,2395,47290,,7680,,,,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,57733.67,02/12/2021
8795107010,04/08/2020,0681,PPP,SIXTH STREET CONCEPTS LLC,419 E. 6TH ST,AUSTIN,TX,78701-3739,02/20/2021,Paid in Full,24,100,56400,56400,0,,454766,Third Coast Bank,"20202 Hwy 59 North, Ste 190",Humble,TX,77338,U,N,N,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78701-3739,TX-37,27,722410,Unanswered,Unknown/NotStated,,56400,,,,,,Limited  Liability Company(LLC),454766,Third Coast Bank,Humble,TX,Unanswered,Unanswered,,56803.3,01/11/2021
1415138404,02/01/2021,0681,PPS,CAN'T STOP THE GOOD TIMES TOURING INC.,4425 S Mo Pac Expy Ste 601,Austin,TX,78735-6757,01/21/2022,Paid in Full,60,100,56270,56270,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78735-6757,TX-37,12,711130,Unanswered,Unknown/NotStated,,56270,,,,,,Subchapter S Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,56750.98,12/14/2021
8092128408,02/12/2021,0681,PPS,FLATLAND CAVALRY INC.,4425 S Mo Pac Expy Ste 601,Austin,TX,78735-6757,08/06/2022,Paid in Full,60,100,56270,56270,0,,71316,PlainsCapital Bank,2911 Turtle Creek Blvd. Suite 700,DALLAS,TX,75219,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78735-6757,TX-37,8,711130,Unanswered,Unknown/NotStated,,56270,,,,,,Corporation,71316,PlainsCapital Bank,DALLAS,TX,Unanswered,Unanswered,,57074.97,07/14/2022
5945907300,04/30/2020,0681,PPP,JETE INC,6148 W Highway 290,Austin,TX,78735-8644,10/06/2021,Paid in Full,24,100,55957,55957,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Austin,TRAVIS,TX,78735-8644,TX-21,10,722410,Unanswered,Unknown/NotStated,,55957,,,,,,Subchapter S Corporation,69819,Prosperity Bank,El Campo,TX,Female Owned,Veteran,,52307.75,09/01/2021
7780348403,02/12/2021,0681,PPS,CADENCE SPORTS INCORPORATED,172 Trademark St,Buda,TX,78610-3561,12/18/2021,Paid in Full,60,100,55732,55732,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,R,N,N,Existing or more than 2 years old,Buda,HAYS,TX,78610-3561,TX-21,4,711310,White,Not Hispanic or Latino,1,55730,,,,,,Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,56123.42,11/02/2021
6991688308,01/27/2021,0681,PPS,COPPER TOP TAVERN AUSTIN LLC,15912 Ranch Road 620 N Ste 101,Austin,TX,78717-4911,10/09/2021,Paid in Full,60,100,55719.72,55719.72,0,,69819,Prosperity Bank,1301 N Mechanic,El Campo,TX,77437,U,N,N,Existing or more than 2 years old,Austin,WILLIAMSON,TX,78717-4911,TX-10,8,722410,Unanswered,Unknown/NotStated,1,55715.72,,,,,,Limited  Liability Company(LLC),69819,Prosperity Bank,El Campo,TX,Unanswered,Unanswered,,56038.77,08/30/2021
2610967704,05/01/2020,0681,PPP,SCHOOL HOUSE PUB. LLC,2207 MANOR RD,AUSTIN,TX,78722,07/21/2021,Paid in Full,24,100,55000,55000,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,AUSTIN,TRAVIS,TX,78722-0001,TX-25,150,722410,Unanswered,Hispanic or Latino,4000,41250,,9750,,,,Limited  Liability Company(LLC),194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Male Owned,Unanswered,,55576.43,05/24/2021
9857958505,03/12/2021,0681,PPS,THE CANARY ROOST INC,11900 Metric Blvd Ste D,Austin,TX,78758-3121,01/12/2022,Paid in Full,60,100,54957,54957,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Existing or more than 2 years old,Austin,TRAVIS,TX,78758-3121,TX-37,9,722410,White,Hispanic or Latino,1,54955,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Non-Veteran,,55351.49,12/03/2021
