"asset_name","asset_type","asset_notes","live_music","event_venu","discipline","web_notes","website","council_district","coa_facility","mapkey","date_updat","map_list","source","location_1"
"Don Vito Alessio Robles by Unknown Artist","Public Art","Art in Public Places Donation"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","3","COA","3409","2016","xy","AIPP","1501 E 5th St
Austin, TX 78702
(30.261929, -97.727242)"
"Draper Print Solutions","Business","Commercial Printing"," "," ","Visual Arts"," "," ","7"," ","7011","2014","xy","SIAP","4711 Pelham Dr
Austin, TX 78727
(30.421767, -97.727733)"
"Donn's Depot","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","All aboard!  One of Austin's most unique nightspots is housed in an old Missouri-Pacific train depot.  Real train cars serve as seating areas, and the ladies restroom is a real caboose!  The building that houses Donn's Depot was transported, via train tr","http://www.donnsdepot.com","9"," ","9281","2016","xy","NPA_ven","1600 West 5Th Street
Austin, TX 78703
(30.273948, -97.763156)"
"Don't Stop Rockin","Education","Education, Creative Learning, Professional Development"," "," ","Music"," "," ","5"," ","5127","2016","addrs","D5 Meeting","8213 Brodie Ln
Austin, TX 78745
(30.20115, -97.838364)"
"Dos Gatos Press","Organization","Book Publishers"," "," ","Literary Arts"," "," ","9"," ","9568","2014","xy","SIAP","1310 Crestwood Rd
Austin, TX 78722
(30.300046, -97.713991)"
"Dottie Jordan Recreation Center, City Of Austin, Parks & Recreation","Recreation/Community Center","Recreation/ Community Center"," ","Event Venue","Other"," ","http://www.austintexas.gov/tcta","1","COA","1213","2014","xy","SIAP","2803 Loyola Ln
Austin, TX 78723
(30.313808, -97.674022)"
"Dougherty Arts Center Theater","Theater","Auditorium"," "," ","Performing Arts","The Dougherty Arts Center is an award-winning Cultural Arts Center that offers a variety of visual and performing arts experiences for a broad audience through its three programming components: DAC Theater, the Julia C. Butridge Gallery and the Dougherty","http://www.austintexas.gov/department/dougherty-arts-center","9","COA","9652","2014","xy","SIAP","1110 Barton Springs Rd
Austin, TX 78704
(30.260649, -97.755849)"
"Dougherty Arts Center,  Dougherty Arts School","Education","Education, Creative Learning, Professional Development"," "," ","Visual Arts","The Dougherty Arts Center is an award-winning Cultural Arts Center that offers a variety of visual and performing arts experiences for a broad audience through its three programming components: DAC Theater, the Julia C. Butridge Gallery and the Dougherty","http://www.austintexas.gov/department/dougherty-arts-center","9","COA","9443","2014","xy","SIAP","1110 Barton Springs Rd
Austin, TX 78704
(30.260649, -97.755849)"
"Dougherty Arts Center,  Julia C. Butridge Gallery","Gallery/ Museum","Gallery/ Museum"," "," ","Visual Arts","The Dougherty Arts Center is an award-winning Cultural Arts Center that offers a variety of visual and performing arts experiences for a broad audience through its three programming components: DAC Theater, the Julia C. Butridge Gallery and the Dougherty","http://www.austintexas.gov/department/dougherty-arts-center","9","COA","9649","2014","xy","SIAP","1110 Barton Springs Rd
Austin, TX 78704
(30.260649, -97.755849)"
"Dove and the Leaves of Healing by Pio Pulido","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","1","COA","1302","2016","xy","AIPP","1201 Webberville Rd
Austin, TX 78721
(30.27809, -97.684298)"
"Dove Springs Recreation Center, City Of Austin, Parks & Recreation","Recreation/Community Center","Recreation/ Community Center"," ","Event Venue","Other"," ","http://www.austintexas.gov/tcta","2","COA","2054","2014","xy","SIAP","5801 Ainez Dr
Austin, TX 78744
(30.187717, -97.739513)"
"Downtown Austin Alliance (Daa)","Organization","Historical Societies & Historic Preservation"," "," ","Other","ppl/business partnership","http://www.downtownaustin.com/experience/play","9"," ","9222","2014","xy","SIAP","211 E 7Th St
Austin, TX 78701
(30.268304, -97.741076)"
"Dozen Street","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","Dozen Street is a new, soulful lounge for all types and stripes in the up and coming middle of the East Side. The bar features a small stage, free pool tables and a large backyard patio. For musicians interesting in performing, contact the bar's owner at","http://www.dozenstreet.com/","1"," ","1067","2016","xy","TMO_16","1808 East 12th Street
Austin, TX 78702
(30.273862, -97.72041)"
"Dr. David Thomas Iglehart by Elisabet Ney","Public Art","Art in Public Places Donation"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","1","COA","1303","2016","xy","AIPP","1101 Red River St
Austin, TX 78701
(30.271352, -97.734996)"
"Drag Bar","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","Established in 1999, Austin's Pizza is locally owned by JD Torian, a native Texan and loyal Longhorn, with twelve Austin-area locations including Westlake, South Austin, campus area, Downtown, Central Austin, North Austin, Cedar Park, Pflugerville, and R","http://www.austinspizza.com/","9"," ","9019","2016","xy","TMO_16","2222 Rio Grande
Austin, TX 78605
(30.286693, -97.745603)"
"Dragonfly Wellness Center","Business","Health & Wellness"," "," ","Other","Dragonfly Wellness Center is a holistic healing venue that features a multitude of different therapies that span art, wellness, nutrition, and music traditions with roots in Asia, Latin America, and the Caribbean.","www.dragonflywellnesscenter.com","2"," ","2080","2016","xy","Wikimap","3913 Todd Lane Suite 107
Austin, TX 78744
(30.212943, -97.73592)"
"Dragon's Lair Comics & Fantasy","Business","Bookstore, Book Dealers"," "," ","Literary Arts","Dragon's Lair Comics and Fantasy opened in 1986. They carry comics, books and related supplies, and also carry a wide variety of role-playing and strategy games, DVDs, manga, art and collectibles, miniatures, plus a great line of unusual board games. Dra","http://dlair.net/","7"," ","7128","2016","xy","NPA_ven","6111 Burnet Road
Austin, TX 78757
(30.336248, -97.73926)"
"Dreamchaserzzz","Organization","Band, Musical Group, Ensemble"," "," ","Music"," "," ","1"," ","1224","2014","xy","SIAP","7333 Muffin Dr
Austin, TX 78724
(30.305556, -97.641256)"
"Drew Patterson Studios","Business","Graphic Design Services"," "," ","Graphic Design, Printmaking"," "," ","7"," ","7129","2014","xy","SIAP","5905 Bullard Dr
Austin, TX 78757
(30.337446, -97.748958)"
"Driskill Hotel","Landmark","Landmark"," "," ","Other","Ultra nice Hotel in Austin Texas.","http://driskillhotel.com","9"," ","9192","2016","xy","NPA_org","604 Brazos St
Austin, TX 78701
(30.26783, -97.741734)"
"Drumz","Business","Supplier, Retail"," "," ","Music"," "," ","10"," ","10060","2014","xy","SIAP","3700 Kerbey Ln
Austin, TX 78731
(30.308483, -97.750319)"
"Dsi Inc","Business","Video Production"," "," ","Film/TV/Media"," "," ","3"," ","3312","2014","xy","SIAP","6006 E Ben White Blvd
Austin, TX 78741
(30.213677, -97.719506)"
"Dub Academy Inc","Business","Recording Studio"," "," ","Music","School for Electronic Arts, music recording","http://www.dubacademy.com","3"," ","3215","2014","xy","SIAP","906 E 5Th St
Austin, TX 78702
(30.264751, -97.733789)"
"Dub King Transfer","Business","Video Production"," "," ","Film/TV/Media"," "," ","7"," ","7130","2014","xy","SIAP","2105 Justin Ln
Austin, TX 78757
(30.344063, -97.735174)"
"Dub Masters","Business","Video Production"," "," ","Film/TV/Media"," "," ","6"," ","6071","2014","xy","SIAP","10302 Treasure Island Dr
Austin, TX 78730
(30.374412, -97.850183)"
"Duck Soup","Business","Service & Support Business"," "," ","Music"," "," ","8"," ","8055","2014","xy","SIAP","5408 Austral Loop
Austin, TX 78739
(30.195182, -97.876502)"
"Dumpster Project","Organization","Education, Creative Learning, Professional Development"," "," ","Architecture","Green + design","dumpsterproject.org","1"," ","1062","2014","xy","SIAP","900 Chicon St
Austin, TX 78702
(30.265116, -97.721249)"
"Duncan Rector & Assoc Inc","Business","Advertising, Marketing"," "," ","Graphic Design, Printmaking"," "," ","4"," ","4046","2014","xy","SIAP","314 E Highland Mall Blvd
Austin, TX 78752
(30.328838, -97.711724)"
"E and G Hairbraiding","Business","Service & Support Business"," "," ","Visual Arts"," ","http://www.eghairbraiding.com/","4"," ","4185","2016","notmapped","CAMP KIT","701 W St. Johns Avenue
Austin, TX 78752
(30.338925, -97.716843)"
"E4 Gallery and Art Studio","Gallery/ Museum","Gallery/ Museum"," "," ","Visual Arts","The newest gallery on Austin's east side, E4 Gallery, is run 
by longtime Austin potter and businessman, Craig Freiburger. Owner of beloved Austin icon Armadillo Clay & Supplies which began, in true Austin style, as a business venture in a garage 27 year","http://www.armadilloclay.com/home/e4galleryartstudio.html","3"," ","3156","2016","xy","NPA_org","3307 East 4Th Street
Austin, TX 78702
(30.253444, -97.705944)"
"Eagle ll by David Deming","Public Art","Art in Public Places Donation"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","9","COA","9721","2016","xy","AIPP","401 W 9th St
Austin, TX 78701
(30.271302, -97.746017)"
"Earl Campbell Sports Bar at Austin Bergstrom International Airport","Restaurant","Airport Venue","Live Music"," ","Music","Earl Campbell Sports Bar at Austin Bergstrom International Airport features a wide variety of live music Monday thru Friday from 3:30-5:30 p.m. We operate seven days per week and most genres of music are performed. We book Austin artists only. In-house P","http://www.austintexas.gov/department/music-air-0","2"," ","2008","2016","xy","TMO_16","3600 Presidential
Austin, TX 78719
(30.202149, -97.666829)"
"Earl Miller Productions","Business","Video Production"," "," ","Film/TV/Media"," "," ","7"," ","7059","2014","xy","SIAP","1702 W Koenig Ln
Austin, TX 78756
(30.332784, -97.734904)"
"Earth Color","Business","Commercial Printing"," "," ","Graphic Design, Printmaking"," "," ","7"," ","7060","2014","xy","SIAP","5502 Clay Ave
Austin, TX 78756
(30.328931, -97.739464)"
"EarthCultureDancer","Organization","Dance Company"," "," ","Dance","Texas artist Daniel Llanes is a versatile performer who uses his extensive knowledge of dance history and technique as a springboard for the creation of an original and exciting repertoire. The diversity of repertoire ranges from an intimate party/night-","http://www.EarthCultureDancer.com","3"," ","3177","2016","xy","NPA_org","4907 Red Bluff Rd
Austin, TX 78702
(30.250322, -97.699854)"
"East Austin Handmade Arts Market At The Vortex","Event/ Festival","Event/ Festival"," "," ","Craft/Design"," "," ","1"," ","1165","2014","xy","SIAP","2307 Manor Road
Austin, TX 78722
(30.284195, -97.718034)"
"East by South East Studios","Creative Workspace","Individual Studio, Workshop"," "," ","Visual Arts","This is a glass fusing and glass blowing studio located on the east side of Austin.  There is a gallery as well as a working studio.
<input type=hidden id=gwProxy><!--Session data--></input><input type=hidden"" id=""jsProxy"" oncli""""""""""","http://www.exsestudios.com","3"," ","3289","2016","xy","NPA_org","1406 Smith Rd
Austin, TX 78721
(30.255838, -97.680275)"
"East End Ink","Business","Screen Printing"," "," ","Graphic Design, Printmaking"," "," ","3"," ","3106","2014","xy","SIAP","3508 E Cesar Chavez St
Austin, TX 78702
(30.252071, -97.706563)"
"East Side Collective","Creative Workspace","Coworking"," ","Event Venue","Multidisciplinary"," ","eastsidecollective.com","3"," ","3013","2016","xy","EAST_16","2400 Cesar Chavez St
,  0
(30.254953, -97.717558)"
"East Side Compass by Martin Garcia","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","3","COA","3410","2016","xy","AIPP","662 N Pleasant Valley Rd
Austin, TX 78702
(30.26007, -97.709473)"
"East Side Drive Inn","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","East Side Drive In is one of the outdoor venues for Transmission Entertainment, an independent music booking/promotions/media collective that amplifies fan community growth and involvement, fueling emerging talent for the express purpose of harnessing th","http://www.transmissionentertainment.com/","5"," ","5004","2016","xy","TMO_16","501 North Interstate Highway 35
Austin, TX 78702
(30.246501, -97.775407)"
"East Side Glass Studio","Gallery/ Museum","Gallery/ Museum"," "," ","Visual Arts"," ","eastsideglassstudio.com","3"," ","3033","2016","xy","EAST_16","3401 E 4th St
,  0
(30.253281, -97.705277)"
"East Space","Event Venue","Event Venue"," ","Event Venue","Multidisciplinary"," ","eastspaceaustin.com","1"," ","1151","2016","xy","EAST_16","2009 Airport Blvd
,  78721
(30.272454, -97.686158)"
"Eastside Kings Festival","Event/ Festival","Event/ Festival"," "," ","Music"," "," ","1"," ","1046","2014","addrs","SIAP","1818 E 12th
Austin, TX 78702
(30.273769, -97.720711)"
"Eastside Music School","Education","Education, Creative Learning, Professional Development"," "," ","Music"," ","https://eastsidemusic.com/","3"," ","3062","2016","addrs","D5 Meeting","501 N Interstate hwy 35
Austin, TX 78702
(30.261126, -97.736133)"
